sku,Description,price
01-SSC-1716,SONICWALL NSA 6600 TOTAL SECURE- ADVANCED EDITION 1YR,32392.00
01-SSC-1560,ADVANCED GATEWAY SECURITY SUITE BUNDLE FOR NSA 6600 1YR,29577.53
01-SSC-1565,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 6600 1YR,8673.49
01-SSC-4216,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 6600 1YR",9541.07
01-SSC-4222,CONTENT FILTERING  PREMIUM SERVICE FOR NSA 6600 1YR,10408.64
01-SSC-4228,COMPREHENSIVE ANTI-SPAM SERVICE FOR NSA 6600 1YR,17347.00
01-SSC-4278,24X7 SUPPORT FOR NSA 6600 1YR,9974.85
01-SSC-4485,NETWORK SECURITY APPLIANCE 6600 HIGH AVAILABILITY CONVERSION LICENSE TO STANDALONE UNIT,5998.00
01-SSC-1939,SONICWALL NSA 5650 APPLIANCE,9345.75
01-SSC-3217,SONICWALL NSA 5650 HIGH AVAILABILITY,7700.00
01-SSC-4342,SONICWALL NSA 5650 TOTALSECURE ADVANCED EDITION 1 YR,18835.00
01-SSC-3674,ADVANCED GATEWAY SECURITY SUITE BUNDLE FOR NSA 5650 1YR,11220.03
01-SSC-3680,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 5650 1YR,3620.75
01-SSC-3692,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 5650 1YR,4343.46
01-SSC-3698,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 5650 1YR",3978.53
01-SSC-3660,24X7 SUPPORT FOR NSA 5650 1YR,3785.33
01-SSC-4068,COMPREHENSIVE ANTI-SPAM SERVICE FOR NSA 5650 1YR,7241.49
01-SSC-4076,HA CONVERSION LICENSE TO STANDALONE UNIT FOR NSA 5650,3525.65
01-SSC-4480,SONICWALL NSA 5650 AND 5600 EXPANDED LICENSE,1064.65
01-SSC-1550,ADVANCED GATEWAY SECURITY SUITE BUNDLE FOR NSA 5600 1YR,16264.72
01-SSC-1555,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 5600 1YR,4769.46
01-SSC-4240,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 5600 1YR",5246.63
01-SSC-4246,CONTENT FILTERING PREMIUM SERVICE FOR NSA 5600 1YR,5723.78
01-SSC-4252,COMPREHENSIVE ANTI-SPAM SERVICE FOR NSA 5600 1YR,9538.90
01-SSC-4284,24X7 SUPPORT FOR NSA 5600 1YR,4988.52
01-SSC-4486,NETWORK SECURITY APPLIANCE 5600 HIGH AVAILABILITY CONVERSION LICENSE TO STANDALONE UNIT,3298.00
01-SSC-1938,SONICWALL NSA 4650 APPLIANCE,5520.75
01-SSC-3216,SONICWALL NSA 4650 HIGH AVAILABILITY,4545.00
01-SSC-4094,SONICWALL NSA 4650 TOTALSECURE ADVANCED EDITION 1 YR,10995.00
01-SSC-3493,ADVANCED GATEWAY SECURITY SUITE BUNDLE FOR NSA 4650 1YR,7084.08
01-SSC-3499,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 4650 1YR,2282.65
01-SSC-3583,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 4650 1YR,2739.18
01-SSC-3589,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 4650 1YR",2518.78
01-SSC-3487,24X7 SUPPORT FOR NSA 4650 1YR,2628.98
01-SSC-3595,STANDARD SUPPORT FOR NSA 4650 1YR,1944.19
01-SSC-4062,COMPREHENSIVE ANTI-SPAM SERVICE FOR NSA 4650 1YR,4573.16
01-SSC-4075,HA CONVERSION LICENSE TO STANDALONE UNIT FOR NSA 4650,2086.50
01-SSC-4037,SONICWALL NSA 4650 AND 4600 EXPANDED LICENSE,1112.27
01-SSC-3840,SONICWALL NSA 4600,5595.00
02-SSC-1001,SONICWALL PROMO NSA 4600 HIGH AVAILABILITY,2938.00
01-SSC-1714,SONICWALL NSA 4600 TOTAL SECURE- ADVANCED EDITION 1YR,9064.00
01-SSC-1490,ADVANCED GATEWAY SECURITY SUITE BUNDLE FOR NSA 4600 1YR,8583.13
01-SSC-1495,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 4600 1YR,2516.92
01-SSC-4411,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 4600 1YR",2768.82
01-SSC-4417,CONTENT FILTERING PREMIUM SERVICE FOR NSA 4600 1YR,3020.74
01-SSC-4423,COMPREHENSIVE ANTI-SPAM SERVICE FOR NSA 4600 1YR,5033.81
01-SSC-4290,24X7 SUPPORT FOR NSA 4600 1YR,2894.78
01-SSC-4296,STANDARD SUPPORT FOR NSA 4600 1YR,2139.05
01-SSC-4487,NETWORK SECURITY APPLIANCE 4600 HIGH AVAILABILITY CONVERSION LICENSE TO STANDALONE UNIT,1678.00
01-SSC-1937,SONICWALL NSA 3650 APPLIANCE,3395.75
01-SSC-3215,SONICWALL NSA 3650 HIGH AVAILABILITY,2800.00
01-SSC-4081,SONICWALL NSA 3650 TOTALSECURE ADVANCED EDITION 1 YR,6840.00
01-SSC-3451,ADVANCED GATEWAY SECURITY SUITE BUNDLE FOR NSA 3650 1YR,4972.63
01-SSC-3457,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 3650 1YR,1608.01
01-SSC-3469,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 3650 1YR,1931.38
01-SSC-3632,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 3650 1YR",1774.08
01-SSC-3439,24X7 SUPPORT FOR NSA 3650 1YR,1843.98
01-SSC-3638,STANDARD SUPPORT FOR NSA 3650 1YR,1363.32
01-SSC-4030,COMPREHENSIVE ANTI-SPAM SERVICE FOR NSA 3650 1YR,3216.04
01-SSC-4074,HA CONVERSION LICENSE TO STANDALONE UNIT FOR NSA 3650,1314.50
01-SSC-7091,"SONICWALL EXPANDED LICENSE FOR NSA 3500, 3600 AND 3650",984.50
01-SSC-7094,"STATEFUL HA UPGRADE FOR NSA 3500, 3600 AND 3650",874.50
02-SSC-8061 ,SONICWALL NSA 2650/3650 FRU POWER SUPPLY,205.00
01-SSC-3850,SONICWALL NSA 3600,3995.00
02-SSC-0999,SONICWALL PROMO NSA 3600 HIGH AVAILABILITY,2098.00
01-SSC-1713,SONICWALL NSA 3600 TOTAL SECURE- ADVANCED EDITION 1YR,6472.00
01-SSC-1480,ADVANCED GATEWAY SECURITY SUITE BUNDLE FOR NSA 3600 1YR,6407.80
01-SSC-1485,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 3600 1YR,1878.84
01-SSC-4435,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 3600 1YR",2066.96
01-SSC-4441,CONTENT FILTERING PREMIUM SERVICE FOR NSA 3600 1YR,2255.08
01-SSC-4447,COMPREHENSIVE ANTI-SPAM SERVICE FOR NSA 3600 1YR,3757.67
01-SSC-4302,24X7 SUPPORT FOR NSA 3600 1YR,2161.03
01-SSC-4308,STANDARD SUPPORT FOR NSA 3600 1YR,1596.67
01-SSC-4488,NETWORK SECURITY APPLIANCE 3600 HIGH AVAILABILITY CONVERSION LICENSE TO STANDALONE UNIT,1198.00
02-SSC-4332,SONICWALL NSA 6700,23755.00
02-SSC-8988,SONICWALL NSA 6700 HIGH AVAILABILITY,16625.00
02-SSC-9592,SONICWALL NSA 6700 TOTAL SECURE - ADVANCED EDITION 1YR,42755.00
02-SSC-9598,SONICWALL NSA 6700 TOTAL SECURE - ESSENTIAL EDITION 1YR,41090.00
02-SSC-9300,ADVANCED PROTECTION SERVICE SUITE FOR NSA 6700 1YR,21347.34
02-SSC-9301,ADVANCED PROTECTION SERVICE SUITE FOR NSA 6700 2YR,36290.48
02-SSC-9302,ADVANCED PROTECTION SERVICE SUITE FOR NSA 6700 3YR,51233.62
02-SSC-9303,ADVANCED PROTECTION SERVICE SUITE FOR NSA 6700 4YR,68311.49
02-SSC-9304,ADVANCED PROTECTION SERVICE SUITE FOR NSA 6700 5YR,85389.36
02-SSC-9295,ESSENTIAL PROTECTION SERVICE SUITE FOR NSA 6700 1YR,19477.50
02-SSC-9296,ESSENTIAL PROTECTION SERVICE SUITE FOR NSA 6700 2YR,33111.75
02-SSC-9297,ESSENTIAL PROTECTION SERVICE SUITE FOR NSA 6700 3YR,46746.00
02-SSC-9298,ESSENTIAL PROTECTION SERVICE SUITE FOR NSA 6700 4YR,62328.00
02-SSC-9299,ESSENTIAL PROTECTION SERVICE SUITE FOR NSA 6700 5YR,77910.00
02-SSC-9270,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 6700 1YR,6672.44
02-SSC-9271,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 6700 2YR,11343.14
02-SSC-9272,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 6700 3YR,16013.84
02-SSC-9273,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 6700 4YR,21351.79
02-SSC-9274,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 6700 5YR,26689.74
02-SSC-9280,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 6700 1YR,7473.80
02-SSC-9281,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 6700 2YR,12705.46
02-SSC-9282,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 6700 3YR,17937.11
02-SSC-9283,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 6700 4YR,23916.14
02-SSC-9284,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 6700 5YR,29895.18
02-SSC-9285,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 6700 1YR",8008.04
02-SSC-9286,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 6700 2YR",13613.66
02-SSC-9287,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 6700 3YR",19219.28
02-SSC-9288,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 6700 4YR",25625.71
02-SSC-9289,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 6700 5YR",32032.14
02-SSC-9275,COMPREHENSIVE ANTISPAM SERVICE FOR NSA 6700 1YR,5336.84
02-SSC-9276,COMPREHENSIVE ANTISPAM SERVICE FOR NSA 6700 2YR,9072.62
02-SSC-9277,COMPREHENSIVE ANTISPAM SERVICE FOR NSA 6700 3YR,12808.40
02-SSC-9278,COMPREHENSIVE ANTISPAM SERVICE FOR NSA 6700 4YR,17077.87
02-SSC-9279,COMPREHENSIVE ANTISPAM SERVICE FOR NSA 6700 5YR,21347.34
02-SSC-9265,24X7 SUPPORT FOR NSA 6700 1YR,6138.20
02-SSC-9266,24X7 SUPPORT FOR NSA 6700 2YR,10434.94
02-SSC-9267,24X7 SUPPORT FOR NSA 6700 3YR,14731.67
02-SSC-9268,24X7 SUPPORT FOR NSA 6700 4YR,19642.22
02-SSC-9269,24X7 SUPPORT FOR NSA 6700 5YR,24552.78
02-SSC-9290,STANDARD SUPPORT FOR NSA 6700 1YR,4535.48
02-SSC-9291,STANDARD SUPPORT FOR NSA 6700 2YR,7710.31
02-SSC-9292,STANDARD SUPPORT FOR NSA 6700 3YR,10885.14
02-SSC-9293,STANDARD SUPPORT FOR NSA 6700 4YR,14513.52
02-SSC-9294,STANDARD SUPPORT FOR NSA 6700 5YR,18141.90
02-SSC-9305,DNS FILTERING SERVICE FOR NSA 6700 1YR,4280.28
02-SSC-9306,DNS FILTERING SERVICE FOR NSA 6700 2YR,7705.14
02-SSC-9307,DNS FILTERING SERVICE FOR NSA 6700 3YR,11558.24
02-SSC-9308,DNS FILTERING SERVICE FOR NSA 6700 4YR,15410.28
02-SSC-9309,DNS FILTERING SERVICE FOR NSA 6700 5YR,19263.38
02-SSC-9543,NSA 6700 HA CONVERSION LICENSE TO STANDALONE UNIT,7130.00
02-SSC-4330,SONICWALL NSA 5700,14295.00
02-SSC-1715,SONICWALL NSA 5700 HIGH AVAILABILITY,10005.00
02-SSC-3919,SONICWALL NSA 5700 TOTAL SECURE - ADVANCED EDITION 1YR,25730.00
02-SSC-3921,SONICWALL NSA 5700 TOTAL SECURE - ESSENTIAL EDITION 1YR,24730.00
02-SSC-9876,ADVANCED PROTECTION SERVICE SUITE FOR NSA 5700 1YR,13088.67
02-SSC-9877,ADVANCED PROTECTION SERVICE SUITE FOR NSA 5700 2YR,22250.74
02-SSC-9878,ADVANCED PROTECTION SERVICE SUITE FOR NSA 5700 3YR,31412.80
02-SSC-9879,ADVANCED PROTECTION SERVICE SUITE FOR NSA 5700 4YR,41883.74
02-SSC-9880,ADVANCED PROTECTION SERVICE SUITE FOR NSA 5700 5YR,52354.67
02-SSC-9870,ESSENTIAL PROTECTION SERVICE SUITE FOR NSA 5700 1YR,11943.13
02-SSC-9871,ESSENTIAL PROTECTION SERVICE SUITE FOR NSA 5700 2YR,20303.31
02-SSC-9872,ESSENTIAL PROTECTION SERVICE SUITE FOR NSA 5700 3YR,28663.50
02-SSC-9873,ESSENTIAL PROTECTION SERVICE SUITE FOR NSA 5700 4YR,38218.00
02-SSC-9874,ESSENTIAL PROTECTION SERVICE SUITE FOR NSA 5700 5YR,47772.50
02-SSC-9900,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 5700 1YR,4054.77
02-SSC-9901,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 5700 2YR,6893.11
02-SSC-9902,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 5700 3YR,9731.44
02-SSC-9903,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 5700 4YR,12975.25
02-SSC-9904,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 5700 5YR,16219.06
02-SSC-9918,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 5700 1YR,4542.47
02-SSC-9919,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 5700 2YR,7722.21
02-SSC-9920,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 5700 3YR,10901.93
02-SSC-9921,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 5700 4YR,14535.91
02-SSC-9922,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 5700 5YR,18169.88
02-SSC-9924,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 5700 1YR",4865.72
02-SSC-9925,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 5700 2YR",8271.72
02-SSC-9926,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 5700 3YR",11677.72
02-SSC-9927,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 5700 4YR",15570.30
02-SSC-9928,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 5700 5YR",19462.87
02-SSC-9906,COMPREHENSIVE ANTISPAM SERVICE FOR NSA 5700 1YR,3243.81
02-SSC-9907,COMPREHENSIVE ANTISPAM SERVICE FOR NSA 5700 2YR,5514.48
02-SSC-9908,COMPREHENSIVE ANTISPAM SERVICE FOR NSA 5700 3YR,7785.15
02-SSC-9909,COMPREHENSIVE ANTISPAM SERVICE FOR NSA 5700 4YR,10380.20
02-SSC-9910,COMPREHENSIVE ANTISPAM SERVICE FOR NSA 5700 5YR,12975.25
02-SSC-9894,24X7 SUPPORT FOR NSA 5700 1YR,3731.52
02-SSC-9895,24X7 SUPPORT FOR NSA 5700 2YR,6343.58
02-SSC-9896,24X7 SUPPORT FOR NSA 5700 3YR,8955.64
02-SSC-9897,24X7 SUPPORT FOR NSA 5700 4YR,11940.86
02-SSC-9898,24X7 SUPPORT FOR NSA 5700 5YR,14926.07
02-SSC-9930,STANDARD SUPPORT FOR NSA 5700 1YR,2756.11
02-SSC-9931,STANDARD SUPPORT FOR NSA 5700 2YR,4685.38
02-SSC-9932,STANDARD SUPPORT FOR NSA 5700 3YR,6614.65
02-SSC-9933,STANDARD SUPPORT FOR NSA 5700 4YR,8819.54
02-SSC-9934,STANDARD SUPPORT FOR NSA 5700 5YR,11024.42
02-SSC-9882,DNS FILTERING SERVICE FOR NSA 5700 1YR,2575.80
02-SSC-9883,DNS FILTERING SERVICE FOR NSA 5700 2YR,4636.44
02-SSC-9884,DNS FILTERING SERVICE FOR NSA 5700 3YR,6954.66
02-SSC-9885,DNS FILTERING SERVICE FOR NSA 5700 4YR,9273.94
02-SSC-9886,DNS FILTERING SERVICE FOR NSA 5700 5YR,11592.16
03-SSC-0172,NSA 5700 HA CONVERSION LICENSE TO STANDALONE UNIT,4290.00
02-SSC-4328,SONICWALL NSA 4700,8075.00
02-SSC-8986,SONICWALL NSA 4700 HIGH AVAILABILITY,5650.00
02-SSC-9564,SONICWALL NSA 4700 TOTAL SECURE - ADVANCED EDITION 1YR,14530.00
02-SSC-9570,SONICWALL NSA 4700 TOTAL SECURE - ESSENTIAL EDITION 1YR,13965.00
02-SSC-9225,ADVANCED PROTECTION SERVICE SUITE FOR NSA 4700 1YR,7393.68
02-SSC-9226,ADVANCED PROTECTION SERVICE SUITE FOR NSA 4700 2YR,12569.26
02-SSC-9227,ADVANCED PROTECTION SERVICE SUITE FOR NSA 4700 3YR,17744.83
02-SSC-9228,ADVANCED PROTECTION SERVICE SUITE FOR NSA 4700 4YR,23659.78
02-SSC-9229,ADVANCED PROTECTION SERVICE SUITE FOR NSA 4700 5YR,29574.72
02-SSC-9240,ESSENTIAL PROTECTION SERVICE SUITE FOR NSA 4700 1YR,6741.63
02-SSC-9241,ESSENTIAL PROTECTION SERVICE SUITE FOR NSA 4700 2YR,11460.78
02-SSC-9242,ESSENTIAL PROTECTION SERVICE SUITE FOR NSA 4700 3YR,16179.91
02-SSC-9243,ESSENTIAL PROTECTION SERVICE SUITE FOR NSA 4700 4YR,21573.22
02-SSC-9244,ESSENTIAL PROTECTION SERVICE SUITE FOR NSA 4700 5YR,26966.52
02-SSC-9185,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 4700 1YR,2313.36
02-SSC-9186,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 4700 2YR,3932.71
02-SSC-9187,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 4700 3YR,5552.06
02-SSC-9188,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 4700 4YR,7402.75
02-SSC-9189,CAPTURE ADVANCED THREAT PROTECTION FOR NSA 4700 5YR,9253.44
02-SSC-9200,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 4700 1YR,2591.19
02-SSC-9201,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 4700 2YR,4405.03
02-SSC-9202,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 4700 3YR,6218.86
02-SSC-9203,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 4700 4YR,8291.81
02-SSC-9204,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 4700 5YR,10364.76
02-SSC-9210,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 4700 1YR",2778.30
02-SSC-9211,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 4700 2YR",4723.11
02-SSC-9212,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 4700 3YR",6667.92
02-SSC-9213,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 4700 4YR",8890.56
02-SSC-9214,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSA 4700 5YR",11113.20
02-SSC-9190,COMPREHENSIVE ANTISPAM SERVICE FOR NSA 4700 1YR,1848.42
02-SSC-9191,COMPREHENSIVE ANTISPAM SERVICE FOR NSA 4700 2YR,3142.31
02-SSC-9192,COMPREHENSIVE ANTISPAM SERVICE FOR NSA 4700 3YR,4436.21
02-SSC-9193,COMPREHENSIVE ANTISPAM SERVICE FOR NSA 4700 4YR,5914.94
02-SSC-9194,COMPREHENSIVE ANTISPAM SERVICE FOR NSA 4700 5YR,7393.68
02-SSC-9180,24X7 SUPPORT FOR NSA 4700 1YR,2126.25
02-SSC-9181,24X7 SUPPORT FOR NSA 4700 2YR,3614.63
02-SSC-9182,24X7 SUPPORT FOR NSA 4700 3YR,5103.00
02-SSC-9183,24X7 SUPPORT FOR NSA 4700 4YR,6804.00
02-SSC-9184,24X7 SUPPORT FOR NSA 4700 5YR,8505.00
02-SSC-9220,STANDARD SUPPORT FOR NSA 4700 1YR,1570.59
02-SSC-9221,STANDARD SUPPORT FOR NSA 4700 2YR,2670.01
02-SSC-9222,STANDARD SUPPORT FOR NSA 4700 3YR,3769.42
02-SSC-9223,STANDARD SUPPORT FOR NSA 4700 4YR,5025.89
02-SSC-9224,STANDARD SUPPORT FOR NSA 4700 5YR,6282.36
02-SSC-9205,DNS FILTERING SERVICE FOR NSA 4700 1YR,1482.84
02-SSC-9206,DNS FILTERING SERVICE FOR NSA 4700 2YR,2668.68
02-SSC-9207,DNS FILTERING SERVICE FOR NSA 4700 3YR,4002.48
02-SSC-9208,DNS FILTERING SERVICE FOR NSA 4700 4YR,5337.36
02-SSC-9209,DNS FILTERING SERVICE FOR NSA 4700 5YR,6671.16
02-SSC-9542,NSA 4700 HA CONVERSION LICENSE TO STANDALONE UNIT,2425.00
02-SSC-4326,SONICWALL NSa 3700,4430.00
02-SSC-7368,SONICWALL NSa 3700 HIGH AVAILABILITY,3100.00
02-SSC-8719,SONICWALL NSa 3700 TOTAL SECURE - ESSENTIAL EDITION 1YR,7675.00
02-SSC-8718,SONICWALL NSa 3700 TOTALSECURE - ADVANCED EDITION 1YR,8320.00
02-SSC-7349,ESSENTIAL PROTECTION SERVICE SUITE FOR NSa 3700 1YR,3787.56
02-SSC-7350,ESSENTIAL PROTECTION SERVICE SUITE FOR NSa 3700 2YR,6438.85
02-SSC-7351,ESSENTIAL PROTECTION SERVICE SUITE FOR NSa 3700 3YR,9090.14
02-SSC-8171,ESSENTIAL PROTECTION SERVICE SUITE FOR NSa 3700 4YR,12120.19
02-SSC-8172,ESSENTIAL PROTECTION SERVICE SUITE FOR NSa 3700 5YR,15150.24
02-SSC-6908,ADVANCED PROTECTION SERVICE SUITE FOR NSa 3700 1YR,4541.67
02-SSC-6909,ADVANCED PROTECTION SERVICE SUITE FOR NSa 3700 2YR,7720.84
02-SSC-6910,ADVANCED PROTECTION SERVICE SUITE FOR NSa 3700 3YR,10900.01
02-SSC-8149,ADVANCED PROTECTION SERVICE SUITE FOR NSa 3700 4YR,14533.34
02-SSC-8150,ADVANCED PROTECTION SERVICE SUITE FOR NSa 3700 5YR,18166.68
02-SSC-6902,24X7 SUPPORT FOR NSa 3700 SERIES 1YR,1219.05
02-SSC-6903,24X7 SUPPORT FOR NSa 3700 SERIES 2YR,2072.39
02-SSC-6904,24X7 SUPPORT FOR NSa 3700 SERIES 3YR,2925.72
02-SSC-8147,24X7 SUPPORT FOR NSa 3700 SERIES 4YR,3900.96
02-SSC-8148,24X7 SUPPORT FOR NSa 3700 SERIES 5YR,4876.20
02-SSC-8713,8X5 SUPPORT FOR NSa 3700 SERIES 1YR,907.20
02-SSC-8714,8X5 SUPPORT FOR NSa 3700 SERIES 2YR,1542.24
02-SSC-8715,8X5 SUPPORT FOR NSa 3700 SERIES 3YR,2177.28
02-SSC-8716,8X5 SUPPORT FOR NSa 3700 SERIES 4YR,2903.04
02-SSC-8717,8X5 SUPPORT FOR NSa 3700 SERIES 5YR,3628.80
02-SSC-6932,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSa 3700 SERIES 1YR",1593.27
02-SSC-6933,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSa 3700 SERIES 2YR",2708.56
02-SSC-6934,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSa 3700 SERIES 3YR",3823.85
02-SSC-8159,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSa 3700 SERIES 4YR",5098.46
02-SSC-8160,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR NSa 3700 SERIES 5YR",6373.08
02-SSC-7361,CONTENT FILTERING SERVICE FOR NSa 3700 SERIES 1YR,2131.92
02-SSC-7362,CONTENT FILTERING SERVICE FOR NSa 3700 SERIES 2YR,3624.26
02-SSC-7363,CONTENT FILTERING SERVICE FOR NSa 3700 SERIES 3YR,5116.61
02-SSC-8155,CONTENT FILTERING SERVICE FOR NSa 3700 SERIES 4YR,6822.14
02-SSC-8156,CONTENT FILTERING SERVICE FOR NSa 3700 SERIES 5YR,8527.68
02-SSC-6914,CAPTURE ADVANCED THREAT PROTECTION SERVICE FOR NSa 3700 SERIES 1YR,1352.05
02-SSC-6915,CAPTURE ADVANCED THREAT PROTECTION SERVICE FOR NSa 3700 SERIES 2YR,2298.49
02-SSC-6916,CAPTURE ADVANCED THREAT PROTECTION SERVICE FOR NSa 3700 SERIES 3YR,3244.92
02-SSC-8151,CAPTURE ADVANCED THREAT PROTECTION SERVICE FOR NSa 3700 SERIES 4YR,4326.57
02-SSC-8152,CAPTURE ADVANCED THREAT PROTECTION SERVICE FOR NSa 3700 SERIES 5YR,5408.21
02-SSC-7374,COMPREHENSIVE ANTI-SPAM SERVICE FOR NSa 3700 SERIES 1YR,2172.53
02-SSC-7375,COMPREHENSIVE ANTI-SPAM SERVICE FOR NSa 3700 SERIES 2YR,3693.30
02-SSC-7376,COMPREHENSIVE ANTI-SPAM SERVICE FOR NSa 3700 SERIES 3YR,5214.07
02-SSC-8153,COMPREHENSIVE ANTI-SPAM SERVICE FOR NSa 3700 SERIES 4YR,6952.09
02-SSC-8154,COMPREHENSIVE ANTI-SPAM SERVICE FOR NSa 3700 SERIES 5YR,8690.11
02-SSC-6926,DNS FILTERING SERVICE FOR NSA 3700 1YR,813.24
02-SSC-6927,DNS FILTERING SERVICE FOR NSA 3700 2YR,1464.48
02-SSC-6928,DNS FILTERING SERVICE FOR NSA 3700 3YR,2195.64
02-SSC-8157,DNS FILTERING SERVICE FOR NSA 3700 4YR,2927.88
02-SSC-8158,DNS FILTERING SERVICE FOR NSA 3700 5YR,3660.12
02-SSC-8724,STATEFUL HA UPGRADE FOR NSa 3700 SERIES,900.00
02-SSC-8903,HA CONVERSION LICENSE TO STANDALONE UNIT FOR NSa 3700 SERIES,1230.00
02-SSC-8060,SONICWALL NSA 3700 SERIES FRU POWER SUPPLY,100.00
02-SSC-4324,SONICWALL NSa 2700,3025.00
02-SSC-7367,SONICWALL NSa 2700 HIGH AVAILABILITY,2115.00
02-SSC-7369,SONICWALL NSa 2700 TOTAL SECURE - ESSENTIAL EDITION 1YR,5295.00
02-SSC-8198,SONICWALL NSa 2700 TOTALSECURE - ADVANCED EDITION 1YR,5765.00
02-SSC-7346,ESSENTIAL PROTECTION SERVICE SUITE FOR NSa 2700 1YR,2670.57
