sku,Description,price
01-SSC-5065,HOSTED EMAIL SECURITY AND 24X7 SUPPORT SECURE UPGRADE PLUS 500USER 1YR,2788.00
01-SSC-5066,HOSTED EMAIL SECURITY AND 24X7 SUPPORT SECURE UPGRADE PLUS 750USER 1YR,3765.00
01-SSC-5067,HOSTED EMAIL SECURITY AND 24X7 SUPPORT SECURE UPGRADE PLUS 1000USER 1YR,4250.00
03-SSC-0013,SONICWALL NSV 270 SECURE UPGRADE PLUS ADVANCED EDITION 2YR,3880.00
03-SSC-0004,SONICWALL NSV 270 SECURE UPGRADE PLUS ADVANCED EDITION 3YR,5780.00
03-SSC-0006,SONICWALL NSV 270 SECURE UPGRADE PLUS ADVANCED EDITION 5YR,8610.00
02-SSC-6127,SONICWALL NSV 270 SECURE UPGRADE PLUS ESSENTIAL EDITION 2YR,3553.00
02-SSC-6128,SONICWALL NSV 270 SECURE UPGRADE PLUS ESSENTIAL EDITION 3YR,5195.00
03-SSC-0016,SONICWALL NSV 470 SECURE UPGRADE PLUS ADVANCED EDITION 2YR,7560.00
03-SSC-0015,SONICWALL NSV 470 SECURE UPGRADE PLUS ADVANCED EDITION 3YR,10550.00
03-SSC-0014,SONICWALL NSV 470 SECURE UPGRADE PLUS ADVANCED EDITION 5YR,15380.00
02-SSC-6130,SONICWALL NSV 470 SECURE UPGRADE PLUS ESSENTIAL EDITION 2YR,6826.00
02-SSC-6132,SONICWALL NSV 470 SECURE UPGRADE PLUS ESSENTIAL EDITION 3YR,9254.00
03-SSC-0024,SONICWALL NSV 870 SECURE UPGRADE PLUS ADVANCED EDITION 2YR,19990.00
03-SSC-0023,SONICWALL NSV 870 SECURE UPGRADE PLUS ADVANCED EDITION 3YR,27660.00
03-SSC-0025,SONICWALL NSV 870 SECURE UPGRADE PLUS ADVANCED EDITION 5YR,39800.00
02-SSC-6134,SONICWALL NSV 870 SECURE UPGRADE PLUS ESSENTIAL EDITION 2YR,18657.00
02-SSC-6135,SONICWALL NSV 870 SECURE UPGRADE PLUS ESSENTIAL EDITION 3YR,25280.00
03-SSC-0321,SONICWAVE 681 (US-ONLY) WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (NO POE),1396.50
03-SSC-0322,SONICWAVE 681 (US-ONLY) WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),1564.50
03-SSC-0323,SONICWAVE 681 (US-ONLY) WIRELESS ACCESS POINT 4-PACK WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),5632.20
03-SSC-0324,SONICWAVE 681 (US-ONLY) WIRELESS ACCESS POINT 8-PACK WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),10638.60
03-SSC-0327,SONICWAVE 681 (US-ONLY) WIRELESS ACCESS POINT 4-PACK WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),5985.00
03-SSC-0328,SONICWAVE 681 (US-ONLY) WIRELESS ACCESS POINT 8-PACK WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),11305.00
03-SSC-0338,SONICWAVE 681 (US-ONLY) WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (MULTI-GIGABIT 802.3BT POE++),1438.50
03-SSC-0339,SONICWAVE 681 (US-ONLY) WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (MULTI-GIGABIT 802.3BT POE++),1606.50
03-SSC-0317,SONICWAVE 681 WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (NO POE) INTL,1396.50
03-SSC-0318,SONICWAVE 681 WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,1564.50
03-SSC-0319,SONICWAVE 681 WIRELESS ACCESS POINT 4-PACK WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,5632.20
03-SSC-0320,SONICWAVE 681 WIRELESS ACCESS POINT 8-PACK WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,10638.60
03-SSC-0344,SONICWAVE 681 WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (MULTI-GIGABIT 802.3BT POE++) INTL,1438.50
03-SSC-0345,SONICWAVE 681 WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (MULTI-GIGABIT 802.3BT POE++) INTL,1606.50
03-SSC-0325,SONICWAVE 681 (US-ONLY) WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (NO POE),1494.50
03-SSC-0326,SONICWAVE 681 (US-ONLY) WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),1662.50
03-SSC-0340,SONICWAVE 681 (US-ONLY) WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (MULTI-GIGABIT 802.3BT POE++),1536.50
03-SSC-0341,SONICWAVE 681 (US-ONLY) WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (MULTI-GIGABIT 802.3BT POE++),1704.50
03-SSC-0942,SONICWAVE 681 WIRELESS ACCESS POINT 4-PACK WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,5985.00
03-SSC-0943,SONICWAVE 681 WIRELESS ACCESS POINT 8-PACK WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,11305.00
03-SSC-0461,SONICWAVE 681 WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (NO POE) INTL,1494.50
03-SSC-0462,SONICWAVE 681 WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,1662.50
03-SSC-0463,SONICWAVE 681 WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (MULTI-GIGABIT 802.3BT POE++) INTL,1536.50
03-SSC-0464,SONICWAVE 681 WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (MULTI-GIGABIT 802.3BT POE++) INTL,1704.50
03-SSC-0302,SONICWAVE 641 (US-ONLY) WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (NO POE),976.50
03-SSC-0303,SONICWAVE 641 (US-ONLY) WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),1144.50
03-SSC-0304,SONICWAVE 641 (US-ONLY) WIRELESS ACCESS POINT 4-PACK WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),4120.20
03-SSC-0305,SONICWAVE 641 (US-ONLY) WIRELESS ACCESS POINT 8-PACK WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),7782.60
03-SSC-0308,SONICWAVE 641 (US-ONLY) WIRELESS ACCESS POINT 4-PACK WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),4498.20
03-SSC-0309,SONICWAVE 641 (US-ONLY) WIRELESS ACCESS POINT 8-PACK WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),8496.60
03-SSC-0346,SONICWAVE 641 (US-ONLY) WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (MULTI-GIGABIT 802.3AT POE+),1018.50
03-SSC-0347,SONICWAVE 641 (US-ONLY) WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (MULTI-GIGABIT 802.3AT POE+),1186.50
03-SSC-0313,SONICWAVE 641 WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (NO POE) INTL,976.50
03-SSC-0314,SONICWAVE 641 WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,1144.50
03-SSC-0315,SONICWAVE 641 WIRELESS ACCESS POINT 4-PACK WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,4120.20
03-SSC-0316,SONICWAVE 641 WIRELESS ACCESS POINT 8-PACK WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,7782.60
03-SSC-0352,SONICWAVE 641 WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (MULTI-GIGABIT 802.3AT POE+) INTL,1018.50
03-SSC-0353,SONICWAVE 641 WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (MULTI-GIGABIT 802.3AT POE+) INTL,1186.50
03-SSC-0306,SONICWAVE 641 (US-ONLY) WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (NO POE),1081.50
03-SSC-0307,SONICWAVE 641 (US-ONLY) WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),1249.50
03-SSC-0348,SONICWAVE 641 (US-ONLY) WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (MULTI-GIGABIT 802.3AT POE+),1116.50
03-SSC-0349,SONICWAVE 641 (US-ONLY) WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (MULTI-GIGABIT 802.3AT POE+),1291.50
03-SSC-0940,SONICWAVE 641 WIRELESS ACCESS POINT 4-PACK WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,4498.20
03-SSC-0941,SONICWAVE 641 WIRELESS ACCESS POINT 8-PACK WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,8496.60
03-SSC-0457,SONICWAVE 641 WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (NO POE) INTL,1081.50
03-SSC-0458,SONICWAVE 641 WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,1249.50
03-SSC-0459,SONICWAVE 641 WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (MULTI-GIGABIT 802.3AT POE+) INTL,1116.50
03-SSC-0460,SONICWAVE 641 WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (MULTI-GIGABIT 802.3AT POE+) INTL,1291.50
03-SSC-0710,SONICWAVE 621 (US ONLY) WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (NO POE),588.00
03-SSC-0711,SONICWAVE 621 (US ONLY) WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),780.00
03-SSC-0721,SONICWAVE 621 (US ONLY) WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (MULTI-GIGABIT 802.3AT POE+),636.00
03-SSC-0722,SONICWAVE 621 (US ONLY) WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (MULTI-GIGABIT 802.3AT POE+),828.00
03-SSC-0715,SONICWAVE 621 (US ONLY) WIRELESS ACCESS POINT 4-PACK WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),2807.20
03-SSC-0717,SONICWAVE 621 (US ONLY) WIRELESS ACCESS POINT 8-PACK WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),5115.20
03-SSC-0726,SONICWAVE 621 WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (NO POE) INTL,588.00
03-SSC-0727,SONICWAVE 621 WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,780.00
03-SSC-0730,SONICWAVE 621 WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (MULTI-GIGABIT 802.3AT POE+) INTL,636.00
03-SSC-0731,SONICWAVE 621 WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (MULTI-GIGABIT 802.3AT POE+) INTL,828.00
03-SSC-1245,SONICWAVE 621 WIRELESS ACCESS POINT 4-PACK WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,2808.00
03-SSC-1247,SONICWAVE 621 WIRELESS ACCESS POINT 8-PACK WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,5304.00
03-SSC-0712,SONICWAVE 621 (US ONLY) WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (NO POE),700.00
03-SSC-0713,SONICWAVE 621 (US ONLY) WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),892.00
03-SSC-0723,SONICWAVE 621 (US ONLY) WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (MULTI-GIGABIT 802.3AT POE+),748.00
03-SSC-0724,SONICWAVE 621 (US ONLY) WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (MULTI-GIGABIT 802.3AT POE+),940.00
03-SSC-0714,SONICWAVE 621 (US ONLY) WIRELESS ACCESS POINT 4-PACK WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),3211.20
03-SSC-0716,SONICWAVE 621 (US ONLY) WIRELESS ACCESS POINT 8-PACK WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),5851.20
03-SSC-0728,SONICWAVE 621 WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (NO POE) INTL,700.00
03-SSC-0729,SONICWAVE 621 WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,892.00
03-SSC-0732,SONICWAVE 621 WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (MULTI-GIGABIT 802.3AT POE+) INTL,748.00
03-SSC-0733,SONICWAVE 621 WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (MULTI-GIGABIT 802.3AT POE+) INTL,940.00
03-SSC-1246,SONICWAVE 621 WIRELESS ACCESS POINT 4-PACK WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,3211.20
03-SSC-1248,SONICWAVE 621 WIRELESS ACCESS POINT 8-PACK WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,6065.60
01-SSC-2510,SONICWAVE 432O WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (NO POE),1752.00
01-SSC-2512,SONICWAVE 432O WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),1921.00
01-SSC-2511,SONICWAVE 432O WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 5YR (NO POE),2091.00
01-SSC-2501,SONICWAVE 432O WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (MULTI-GIGABIT 802.3AT POE+),1865.00
01-SSC-2502,SONICWAVE 432O WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (MULTI-GIGABIT 802.3AT POE+),2034.00
01-SSC-2500,SONICWAVE 432O WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 5YR (MULTI-GIGABIT 802.3AT POE+),2204.00
01-SSC-2514,SONICWAVE 432O WIRELESS ACCESS POINT 4-PACK WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),6916.00
01-SSC-2513,SONICWAVE 432O WIRELESS ACCESS POINT 4-PACK WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 5YR (NO POE),7492.00
01-SSC-2516,SONICWAVE 432O WIRELESS ACCESS POINT 8-PACK WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),13018.00
01-SSC-2515,SONICWAVE 432O WIRELESS ACCESS POINT 8-PACK WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 5YR (NO POE),14102.00
01-SSC-2540,SONICWAVE 432O WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (NO POE) INTL,1752.00
01-SSC-2542,SONICWAVE 432O WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,1921.00
01-SSC-2541,SONICWAVE 432O WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 5YR (NO POE) INTL,2091.00
01-SSC-2538,SONICWAVE 432O WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (MULTI-GIGABIT 802.3AT POE+) INTL,1865.00
01-SSC-2539,SONICWAVE 432O WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (MULTI-GIGABIT 802.3AT POE+) INTL,2034.00
01-SSC-2537,SONICWAVE 432O WIRELESS ACCESS POINT WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 5YR (MULTI-GIGABIT 802.3AT POE+) INTL,2204.00
01-SSC-2544,SONICWAVE 432O WIRELESS ACCESS POINT 4-PACK WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,6916.00
01-SSC-2543,SONICWAVE 432O WIRELESS ACCESS POINT 4-PACK WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 5YR (NO POE) INTL,7492.00
01-SSC-2546,SONICWAVE 432O WIRELESS ACCESS POINT 8-PACK WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,13018.00
01-SSC-2545,SONICWAVE 432O WIRELESS ACCESS POINT 8-PACK WITH SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 5YR (NO POE) INTL,14102.00
02-SSC-2664,SONICWAVE 432O WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (MULTI-GIGABIT 802.3AT POE+),2034.00
02-SSC-2665,SONICWAVE 432O WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (MULTI-GIGABIT 802.3AT POE+),2373.00
02-SSC-2663,SONICWAVE 432O WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 5YR (MULTI-GIGABIT 802.3AT POE+),2543.00
02-SSC-2667,SONICWAVE 432O WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (NO POE),1921.00
02-SSC-2668,SONICWAVE 432O WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),2260.00
02-SSC-2666,SONICWAVE 432O WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 5YR (NO POE),2599.00
02-SSC-2670,SONICWAVE 432O WIRELESS ACCESS POINT 4-PACK WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE),8136.00
02-SSC-2669,SONICWAVE 432O WIRELESS ACCESS POINT 4-PACK WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 5YR (NO POE),9356.00
02-SSC-2674,SONICWAVE 432O WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (MULTI-GIGABIT 802.3AT POE+) INTL,2034.00
02-SSC-2675,SONICWAVE 432O WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (MULTI-GIGABIT 802.3AT POE+) INTL,2373.00
02-SSC-2673,SONICWAVE 432O WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 5YR (MULTI-GIGABIT 802.3AT POE+) INTL,2543.00
02-SSC-2677,SONICWAVE 432O WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1YR (NO POE) INTL,1921.00
02-SSC-2678,SONICWAVE 432O WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,2260.00
02-SSC-2676,SONICWAVE 432O WIRELESS ACCESS POINT WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 5YR (NO POE) INTL,2599.00
02-SSC-2680,SONICWAVE 432O WIRELESS ACCESS POINT 4-PACK WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 3YR (NO POE) INTL,8136.00
02-SSC-2679,SONICWAVE 432O WIRELESS ACCESS POINT 4-PACK WITH ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 5YR (NO POE) INTL,9356.00
02-SSC-1989,SONICWAVE 200 SERIES SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1AP-1YR,100.00
02-SSC-1995,SONICWAVE 200 SERIES ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1AP-1YR,200.00
01-SSC-2471,SONICWAVE 400 SERIES SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1AP-1YR,150.00
01-SSC-2472,SONICWAVE 400 SERIES SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1AP-3YR,300.00
01-SSC-2473,SONICWAVE 400 SERIES SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1AP-5YR,450.00
02-SSC-2001,SONICWAVE 400 SERIES ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1AP-1YR,300.00
02-SSC-2002,SONICWAVE 400 SERIES ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1AP-3YR,600.00
02-SSC-2003,SONICWAVE 400 SERIES ADVANCED SECURE WIRELESS NETWORK MANAGEMENT AND SUPPORT 1AP-5YR,900.00
02-SSC-3369,SonicWave 200 Series Capture ATP Security 1AP-1YR,80.00
02-SSC-3372,SonicWave 400 Series Capture ATP Security 1AP-1YR,120.00
02-SSC-3373,SonicWave 400 Series Capture ATP Security 1AP-3YR,240.00
02-SSC-3374,SonicWave 400 Series Capture ATP Security 1AP-5YR,360.00
02-SSC-3381,SonicWave 200 Series Content Filtering Security (CFS) 1AP-1YR,40.00
02-SSC-3384,SonicWave 400 Series Content Filtering Security (CFS) 1AP-1YR,60.00
02-SSC-3385,SonicWave 400 Series Content Filtering Security (CFS) 1AP-3YR,120.00
02-SSC-3386,SonicWave 400 Series Content Filtering Security (CFS) 1AP-5YR,180.00
03-SSC-0679,SONICWAVE 621 CAPTURE ATP SECURITY 1AP-1YR,85.00
03-SSC-0680,SONICWAVE 621 CAPTURE ATP SECURITY 1AP-3YR,175.00
03-SSC-0681,SONICWAVE 621 CLOUD ANTI-VIRUS SECURITY 1YR,75.00
03-SSC-0682,SONICWAVE 621 CLOUD ANTI-VIRUS SECURITY 3YR,150.00
03-SSC-0683,SONICWAVE 621 CONTENT FILTERING SECURITY (CFS) 1AP-1YR,75.00
03-SSC-0684,SONICWAVE 621 CONTENT FILTERING SECURITY (CFS) 1AP-3YR,150.00
03-SSC-0282,SONICWAVE 641 CAPTURE ATP SECURITY 1AP-1YR,125.00
03-SSC-0283,SONICWAVE 641 CAPTURE ATP SECURITY 1AP-3YR,250.00
03-SSC-0286,SONICWAVE 641 CONTENT FILTERING SECURITY (CFS) 1AP-1YR,75.00
03-SSC-0287,SONICWAVE 641 CONTENT FILTERING SECURITY (CFS) 1AP-3YR,150.00
03-SSC-0284,SONICWAVE 681 CAPTURE ATP SECURITY 1AP-1YR,125.00
03-SSC-0285,SONICWAVE 681 CAPTURE ATP SECURITY 1AP-3YR,250.00
03-SSC-0288,SONICWAVE 681 CONTENT FILTERING SECURITY (CFS) 1AP-1YR,75.00
03-SSC-0289,SONICWAVE 681 CONTENT FILTERING SECURITY (CFS) 1AP-3YR,150.00
03-SSC-0354,CAV FOR SONICWAVE 641 1YR,75.00
03-SSC-0355,CAV FOR SONICWAVE 641 3YR,150.00
03-SSC-0356,CAV FOR SONICWAVE 681 1YR,75.00
03-SSC-0357,CAV FOR SONICWAVE 681 3YR,150.00
02-SSC-3405,SONICWAVE 200 SERIES UPGRADE TO ADVANCED SECURE CLOUD WIFI MANAGEMENT AND SUPPORT 1AP-1YR,100.00
02-SSC-3408,SONICWAVE 400 SERIES UPGRADE TO ADVANCED SECURE CLOUD WIFI MANAGEMENT AND SUPPORT 1AP-1YR,150.00
02-SSC-3409,SONICWAVE 400 SERIES UPGRADE TO ADVANCED SECURE CLOUD WIFI MANAGEMENT AND SUPPORT 1AP-3YR,300.00
02-SSC-3410,SONICWAVE 400 SERIES UPGRADE TO ADVANCED SECURE CLOUD WIFI MANAGEMENT AND SUPPORT 1AP-5YR,450.00
03-SSC-0685,SONICWAVE 621 SERIES SECURE CLOUD WIFI MANAGEMENT AND SUPPORT 1AP-1YR,235.00
03-SSC-0686,SONICWAVE 621 SERIES SECURE CLOUD WIFI MANAGEMENT AND SUPPORT 1AP-3YR,470.00
03-SSC-0689,SONICWAVE 621 SERIES ADVANCED SECURE CLOUD WIFI MANAGEMENT AND SUPPORT 1AP-1YR,480.00
03-SSC-0690,SONICWAVE 621 SERIES ADVANCED SECURE CLOUD WIFI MANAGEMENT AND SUPPORT 1AP-3YR,965.00
03-SSC-0443,SONICWAVE 641 SERIES SECURE CLOUD WIFI MANAGEMENT AND SUPPORT 1AP-1YR ,235.00
03-SSC-0445,SONICWAVE 641 SERIES SECURE CLOUD WIFI MANAGEMENT AND SUPPORT 1AP-3YR ,470.00
03-SSC-0447,SONICWAVE 641 SERIES ADVANCED SECURE CLOUD WIFI MANAGEMENT AND SUPPORT 1AP-1YR ,480.00
